10000 20000
1166 2898 139580
1166 7760 10283
1166 9342 63714
1166 6589 8659
1166 6613 165286
1167 1360 18151
1167 2501 41237
1167 2210 53123
1168 2226 105462
1168 3736 26932
1168 3758 101117
1168 7663 85935
1168 9670 148671
1168 4579 9110
1168 6400 184234
1169 1723 134809
1169 5771 97237
1169 6905 49955
1169 7629 172742
1169 4082 24914
1169 6751 7208
1170 1673 123404
1170 1680 149538
1170 2284 2824
1170 2778 136086
1170 7239 98697
1170 9186 62303
1170 2363 135267
1171 1260 76984
1171 1327 179400
1171 1517 30000
1171 4958 126457
1171 4705 129996
1172 1772 13316
1172 9765 95472
1172 5910 99043
1173 8585 97577
1173 4801 41448
1174 2471 32057
1174 2581 141341
1174 3720 134582
1174 7067 69738
1174 5531 5890
1174 4005 109091
1175 1318 61363
1175 1754 175557
1175 2085 29289
1175 2311 107517
1175 2985 117013
1175 4015 101328
1175 8835 172234
1176 4451 65511
1176 6548 147193
1176 5399 115421
1177 1768 156945
1177 3768 17486
1177 4594 64448
1177 8349 124829
1177 2708 52944
1177 2536 188042
1178 3203 169638
1178 7330 148982
1178 2292 110033
1178 8302 59163
1178 2718 131050
1179 5797 170950
1179 1791 37762
1179 1719 111307
1180 3159 93412
1180 6898 30045
1180 7654 192038
1180 9779 53737
1180 5931 177579
1181 5950 157170
1182 1197 108272
1182 3026 53006
1182 6934 2964
1183 1759 114674
1183 2872 71050
1183 4044 108320
1183 3266 82530
1184 1808 177497
1184 5249 77657
1185 1921 72995
1185 4046 28161
1186 7507 93476
1186 2033 124126
1186 6652 39329
1187 1757 190887
1187 2502 1921
1187 5646 147764
1187 9421 21950
1188 1367 168998
1188 4501 30046
1188 4980 142351
1189 2707 105824
1189 4022 58301
1190 5056 113587
1190 8032 183380
1190 3543 156492
1190 8637 105091
1191 1423 69672
1191 2176 68899
1191 3550 121239
1192 1613 81129
1192 1706 54425
1192 2390 99827
1192 1810 204441
1192 4023 204480
1192 7110 86254
1192 4573 48059
1193 8191 10239
1193 2115 163072
1193 6832 120765
1193 4712 23376
1194 2383 162838
1194 2797 164329
1194 8064 192720
1195 1265 8094
1195 3205 197463
1195 3403 158613
1195 8943 80825
1196 8550 118206
1196 8231 6425
1197 1938 190410
1197 2517 81513
1197 8530 39958
1198 3601 129311
1198 8268 123776
1198 7161 20116
1198 1726 6275
1198 1443 6109
1198 2951 102876
1199 1349 207916
1199 1403 86045
1199 5580 168051
1199 6082 158228
1199 6469 18273
1200 3774 109826
1201 3984 143628
1201 3970 193727
1202 1815 72031
1202 3468 15953
1202 7644 151752
1202 8684 134903
1203 5858 97117
1203 4808 9820
1203 6595 55003
1204 4474 184158
1205 1548 14511
1205 1900 194375
1205 5422 171011
1205 5434 76166
1205 1652 140991
1205 9919 158993
1206 1958 6783
1206 3554 73406
1206 5789 21628
1207 1670 162782
1207 2029 97787
1207 3094 65093
1207 3411 150090
1207 3786 66107
1207 5826 187135
1207 8143 165609
1207 3370 207695
1208 5657 27157
1208 5211 75699
1209 1372 97339
1209 6717 69945
1210 4326 102648
1210 6135 141030
1210 4500 213824
1210 7132 204643
1210 2649 62410
1210 1222 187106
1211 1243 165127
1211 2156 193559
1211 9009 65321
1211 4518 7469
1211 9673 35569
1211 8848 15575
1212 2394 93912
1213 2159 132908
1213 1302 128762
1213 5172 99354
1214 1484 70688
1214 1599 6343
1214 3851 192801
1214 6875 1859
1214 7150 146632
1214 2459 110359
1214 5081 209693
1214 8318 139073
1214 5192 107737
1215 8561 188815
1215 9342 141803
1215 5655 165731
1215 6832 9808
1215 5189 189674
1216 4779 193597
1216 7815 141992
1216 3631 77353
1216 9857 81923
1216 3228 62549
1217 1945 74082
1217 4215 107899
1217 5799 139394
1217 7962 7140
1217 1402 151109
1218 2752 167471
1218 3883 176357
1218 8030 81475
1218 7894 162589
1219 1264 82851
1219 1550 105612
1219 5258 156532
1219 9825 88919
1219 1750 49419
1220 1536 105953
1220 1891 96058
1220 7116 110417
1220 8241 150705
1220 9703 58229
1220 9808 172647
1220 9776 56288
1221 2234 11658
1221 4121 158872
1221 6591 179259
1221 4806 165025
1221 8068 209111
1222 1845 211545
1222 6719 156601
1222 7926 114546
1222 4050 39192
1223 1591 159873
1223 3609 106126
1223 4641 167237
1223 9870 89409
1223 2049 36744
1223 6058 6061
1224 1245 101502
1224 2178 164460
1224 2552 97790
1224 7381 55175
1224 5353 38287
1225 1653 184144
1225 4352 67912
1225 4493 120065
1225 8858 3070
1225 9820 105099
1225 9683 21322
1226 1650 102974
1226 2059 117195
1227 2329 135187
1227 8041 8887
1227 4285 105322
1227 7296 13240
1228 1276 135058
1228 1542 165153
1228 1790 101278
1228 8932 1965
1229 5356 44402
1229 5975 48479
1229 2594 165624
1230 1643 8258
1230 3641 65328
1230 8168 199845
1230 8778 27735
1231 2419 53563
1231 3654 173670
1231 7986 164967
1231 5097 205403
1232 5883 155648
1233 4404 133951
1234 1281 211026
1234 4799 99004
1234 8562 109564
1235 1888 185027
1235 2597 325
1235 3298 89418
1235 5613 211617
1236 1427 90725
1236 1666 116816
1236 8274 83532
1236 8573 201689
1236 2149 135808
1237 1501 91156
1237 6444 23123
1237 3202 128783
1238 1676 64002
1238 7000 175449
1238 6125 164924
1238 8922 80707
1239 2202 12244
1239 2241 90918
1239 8788 101347
1239 4331 157587
1239 1581 127444
1239 9497 97844
1240 2807 200395
1240 3755 180071
1240 7149 54727
1240 5186 147096
1240 9199 3878
1240 9977 38972
1241 1712 18308
1241 1853 86714
1241 3653 128752
1242 6792 29762
1243 3297 207883
1243 6829 95840
1243 7624 185928
1243 4008 132534
1244 1356 84151
1244 2130 195698
1244 4621 48945
1244 6073 45166
1244 7210 158539
1244 8867 193651
1244 8553 131732
1245 2567 167979
1245 9975 38395
1245 3439 15489
1245 2842 65512
1246 1453 153542
1246 6141 122442
1246 7727 111898
1246 9038 43673
1246 3712 202520
1247 2670 51836
1247 5606 131532
1248 1563 185852
1248 6296 73957
1249 1664 97893
1249 8714 68468
1249 6300 167687
1249 6725 141493
1250 1873 89969
1250 5772 107178
1250 5651 118358
1250 4207 111867
1250 5213 174959
1252 2235 37238
1252 4337 159275
1252 2273 181920
1253 4392 177489
1253 4784 97099
1254 2310 15142
1254 2825 98097
1254 3929 117009
1254 4730 180438
1254 1856 38835
1255 1352 77302
1255 3604 150178
1255 2562 128077
1256 3516 70763
1256 7477 61416
1257 6251 158591
1259 2395 121150
1259 2427 165
1259 4017 207175
1259 5192 158633
1260 3999 68737
1260 5819 210823
1260 7077 17929
1261 1892 153440
1261 4622 184930
1261 7550 172008
1262 4088 11173
1262 8102 6709
1262 6106 201201
1262 1469 41610
1263 2423 165322
1263 6055 31141
1263 2313 2465
1264 2758 193939
1264 3296 40839
1264 7735 55981
1265 4085 131324
1265 8132 73901
1265 9327 197367
1265 7822 132976
1266 7027 164632
1266 8351 149763
1266 3568 66298
1266 2716 144169
1267 1649 75447
1267 6554 26281
1267 5104 115586
1268 4032 54184
1268 4245 144285
1268 4746 26211
1268 2939 5862
1268 4239 129708
1269 4058 60544
1270 2026 51419
1271 3794 203093
1271 4595 116500
1271 4606 196827
1271 6718 97947
1271 4172 138864
1272 1485 178422
1272 2763 208258
1272 5364 102
1272 9010 54284
1272 7307 12721
1273 2243 153671
1273 7585 190248
1274 1436 13217
1274 5702 92064
1275 4314 188750
1275 5435 77164
1275 7300 18982
1275 8178 134047
1275 9937 185756
1276 8634 4293
1276 6890 211020
1277 2263 188178
1277 5094 203422
1277 7151 21318
1278 7804 60921
1278 8256 160346
1278 2234 33365
1278 9110 141036
1279 1457 14380
1279 1879 140772
1279 2018 65786
1279 3873 78533
1279 2060 49925
1280 2838 50575
1281 6714 117414
1281 2459 43083
1282 2148 208628
1282 7435 24961
1282 4417 41967
1283 1617 53881
1283 2751 32532
1283 3023 118985
1283 4619 165449
1283 9990 104536
1284 9410 157982
1285 6584 156840
1285 8235 72891
1285 7684 118858
1286 1426 48083
1286 1579 191772
1287 3620 185904
1287 4436 51651
1288 4726 172668
1288 9111 145063
1288 6845 183162
1288 2156 148625
1288 2638 7754
1289 3339 98970
1289 6252 60934
1289 1832 5156
1289 2443 27410
1290 5799 46102
1290 9945 212929
1290 5991 148915
1291 5603 22949
1291 8045 131429
1291 9493 129827
1291 7775 6586
1291 5884 86172
1292 4233 127862
1292 3547 5816
1292 9297 82237
1293 1809 186404
1293 2082 154610
1293 9076 125619
1293 9106 198536
1293 3595 117401
1293 8012 83209
1294 4457 13427
1294 7817 687
1294 1914 206166
1294 5705 50083
1294 3739 77398
1295 4054 15749
1295 3579 121537
1295 9870 132119
1295 8705 211186
1295 4761 75550
1295 3624 158612
1296 1555 50689
1296 2941 175573
1296 6419 164111
1296 3986 46450
1296 5599 108686
1297 6536 30053
1297 6745 188679
1298 1534 213271
1298 5605 174662
1299 7265 112226
1299 4591 191297
1300 1469 199448
1300 6350 67524
1300 2827 131811
1302 1999 46552
1302 4671 178466
1302 9687 85919
1302 8038 32487
1302 9788 55999
1303 9739 77789
1303 1466 16578
1303 2491 175132
1304 3845 22199
1304 6048 180140
1304 8996 181482
1305 7274 118796
1306 1464 93417
1306 4917 149121
1306 5340 2697
1308 1574 77237
1308 4792 190003
1308 4025 123368
1310 1499 126050
1311 3689 124630
1311 8279 66761
1312 2774 121988
1313 2337 4312
1313 2724 108835
1313 3304 81887
1313 3862 140504
1313 2880 68806
1313 2000 187632
1314 1445 149775
1314 1729 168962
1314 4970 37729
1314 4197 177233
1315 1791 16238
1315 2356 123785
1315 5082 133579
1315 8628 177211
1315 2592 52091
1315 3215 7714
1316 1948 138535
1316 5289 11242
1316 5442 2321
1316 9490 22987
1317 7721 112
1318 1526 154557
1318 4545 136057
1318 6093 81658
1318 6880 16329
1319 5485 128219
1319 6074 7494
1320 2631 82178
1320 3295 65274
1321 1366 191365
1321 9246 84166
1321 3447 150342
1321 3268 26496
1322 2342 114099
1322 5520 134503
1322 6136 118364
1322 6740 95709
1322 9336 186494
1322 6862 73487
1322 3141 33897
1322 6100 68097
1322 4664 28657
1323 2716 114395
1323 6839 40756
1323 3252 145479
1324 3449 59393
1324 6050 154610
1324 5898 26447
1324 7064 17754
1325 5385 28134
1326 4786 161662
1326 6484 31312
1326 7753 133477
1326 6391 203439
1326 7225 92550
1326 9044 94468
1326 2638 115814
1327 4682 49010
1327 5151 15741
1327 4043 172675
1327 3988 99705
1328 1418 172868
1328 1632 48990
1328 2044 136116
1328 8269 51130
1328 2106 80430
1329 5896 153106
1330 1909 9910
1330 2335 193684
1330 3489 124240
1330 5801 83645
1330 3042 63375
1330 8081 119544
1330 4280 153972
1330 5899 120311
1331 2348 33909
1331 7337 4502
1331 9293 75248
1331 7635 186765
1331 8679 18266
1332 2519 195742
1332 9832 113460
1332 4950 120334
1332 2286 211920
1332 4504 56839
1333 2110 125914
1333 2480 145607
1333 2024 8830
1333 9091 166651
1334 4950 34424
1334 8360 150453
1334 3316 178083
1334 3999 148867
1335 2869 120935
1335 4183 102204
1335 2976 193970
1335 2783 65029
1335 9202 75336
1336 1373 169404
1336 1840 36721
1336 8076 23396
1336 7803 78793
1336 6489 103444
1336 7589 147930
1337 1547 207095
1338 2617 187788
1338 3358 54068
1338 6433 206453
1338 8702 48379
1338 5404 62958
1339 2402 151150
1340 5156 115916
1340 1693 98224
1340 9864 14057
1341 1847 156746
1341 7723 133092
1341 2507 173114
1341 9260 134409
1341 9694 159248
1342 6457 43339
1343 1551 121454
1343 1863 47678
1343 3617 85885
1343 3783 106090
1343 5981 96134
1343 7617 146598
1343 2776 195667
1344 8532 180940
1345 4691 160298
1345 5603 95068
1345 3183 6333
1345 2982 103644
1345 8680 42586
1345 5838 109293
1346 1419 149463
1346 3606 89013
1346 2816 126332
1346 2763 11817
1346 7913 67838
1347 3152 125587
1347 7156 34048
1347 6327 115097
1347 9474 177236
1347 1939 111285
1348 1592 127616
1348 1405 162848
1348 4889 21253
1348 6723 50947
1349 1413 175382
1349 2017 40527
1349 8707 85928
1350 4567 35972
1350 3021 117407
1350 9981 206250
1350 9414 164921
1350 5428 66066
1350 4272 78566
1351 2037 186900
1351 4697 16731
1351 3307 122191
1351 8866 63105
1351 3964 161439
1352 4578 16939
1352 6124 32429
1353 4967 177487
1353 7609 212144
1353 4385 102083
1353 9867 210695
1354 1570 25075
1354 9646 116979
1354 5992 198598
1355 4829 214320
1355 2261 15678
1356 4483 27066
1356 4536 77791
1356 8390 15982
1356 6925 114974
1357 1417 99379
1357 3414 118665
1357 6262 141051
1357 6180 14852
1357 2429 73844
1358 4059 42234
1358 6793 88541
1358 4050 151525
1358 2513 19629
1358 2514 188561
1358 6243 76862
1358 2030 41300
1359 9303 20836
1359 9447 115363
1359 5352 179934
1359 8447 211807
1359 6402 92852
1359 5846 123336
1359 6338 170567
1360 5745 101309
1360 4706 93458
1361 2889 82215
1361 8558 177531
1361 9174 157212
1361 7431 15621
1362 4426 108222
1362 5060 174710
1362 8873 139788
1362 7100 138932
1362 3701 173804
1362 6886 41499
1363 1728 31630
1363 1859 158553
1363 2441 97617
1363 6921 200050
1364 1393 194118
1364 4137 200198
1364 8019 183869
1365 1731 73460
1365 6382 145522
1365 2375 134457
1365 4673 24834
1365 8549 160225
1366 7420 92847
1367 5914 29125
1367 9651 161268
1367 1991 114278
1368 1755 98013
1368 2534 176151
1368 6132 93373
1368 4994 203906
1368 8659 177183
1369 3388 180971
1369 4533 118564
1369 7995 164173
1369 9267 143112
1370 4665 139749
1370 7975 84654
1370 5193 39991
1370 5058 46997
1370 3361 72679
1370 2597 110066
1371 8239 31585
1371 6937 104879
1371 7618 78781
1371 3674 7682
1372 1789 15720
1372 2461 100608
1372 4834 33321
1372 2672 70897
1373 4702 123562
1373 4712 124051
1373 8504 208309
1373 7878 29049
1374 1500 92148
1374 3210 146510
1374 2779 170987
1375 2331 62144
1375 8257 132425
1375 6681 188683
1376 7342 51625
1376 6528 11998
1376 9999 123732
1377 1674 41312
1377 3780 169190
1377 2629 21083
1377 9051 15063
1378 2508 102315
1378 4913 200837
1378 2228 171740
1378 5234 52770
1379 1889 24107
1379 3429 171780
1379 5020 60521
1380 3788 57394
1380 6208 118265
1380 1853 118473
1380 5562 150897
1381 3046 23559
1381 8130 164141
1381 9494 77980
1382 1971 96406
1382 2350 184226
1382 2883 106968
1382 8154 129367
1382 5423 129084
1382 1992 3564
1382 7428 125568
1383 1669 201060
1383 9358 37244
1384 1614 16941
1384 6464 134172
1384 3044 18179
1384 3777 117687
1385 1955 107737
1385 2250 89496
1385 5910 111033
1385 3733 158190
1386 3302 34680
1386 5526 152897
1386 7043 24455
1386 8320 90913
1386 7373 51512
1386 7200 161907
1386 2045 200916
1387 1918 163287
1387 8092 198257
1387 3425 45407
1387 1656 130495
1387 2536 131383
1388 1475 19179
1388 1633 32020
1388 9238 184810
1388 5776 92604
1388 7930 28616
1389 5254 151995
1389 7458 65428
1389 8520 90111
1389 4104 168313
1390 1535 211087
1390 3527 39692
1390 6579 120694
1390 9524 111396
1391 7774 107288
1391 9823 18455
1391 2509 122534
1392 1792 192136
1392 4537 197696
1392 8823 7733
1393 2143 132895
1393 4915 51874
1393 5205 172790
1394 7781 192019
1394 9492 48729
1395 1997 62727
1395 2125 51824
1395 9045 149009
1395 8921 126085
1396 9457 209965
1396 7335 35310
1397 2496 155198
1397 9781 87240
1397 3165 47713
1398 6426 81866
1398 5488 103251
1398 2865 208718
1398 4943 158521
1399 1495 80811
1399 6207 103661
1400 2937 43646
1400 8025 111125
1401 2322 25347
1401 2500 204387
1401 2789 92608
1401 9906 99620
1402 1588 70618
1402 2652 59490
1402 5010 60671
1402 6926 32597
1402 2854 9167
1402 7404 87171
1403 2379 6017
1403 2965 47995
1403 2426 160792
1404 1865 124478
1404 1896 12752
1404 9002 70093
1404 5221 153785
1404 9150 101051
1405 6681 86140
1405 5913 76656
1405 6217 91987
1406 3753 191760
1406 2014 44281
1406 4231 195877
1406 4192 129154
1406 9973 73624
1407 6228 10931
1407 7341 25220
1407 8361 49455
1408 2623 76797
1408 3470 52085
1408 4625 50633
1408 4851 84458
1408 9106 193944
1409 6175 185814
1409 3453 200578
1409 8788 14478
1410 3726 51077
1411 3549 23280
1411 3730 57919
1411 3902 172778
1412 2977 53542
1412 3593 152519
1412 8955 12376
1412 9620 178880
1412 9348 48607
1412 9068 23963
1413 2031 157871
1413 4555 129470
1413 1943 37890
1413 2252 137349
1413 7024 31510
1414 2516 205680
1414 5374 59065
1415 1442 115212
1415 2421 47607
1415 2458 14767
1415 7862 165233
1415 9467 11176
1416 2370 171829
1416 5252 124711
1416 5178 156982
1416 9714 15113
1417 1960 149710
1417 2299 148925
1417 2832 54814
1417 8006 149103
1417 3480 95376
1417 8701 188967
1418 2982 133941
1418 6035 86440
1418 5633 102601
1418 7733 176452
1419 1771 140028
1419 4513 95961
1419 7224 23354
1419 8564 134111
1419 9490 66455
1419 9456 46403
1419 4930 114296
1419 3727 123513
1420 7500 169106
1420 8007 3768
1421 3716 164192
1422 2205 52041
1422 2794 15683
1422 5143 102810
1422 5955 63573
1422 7297 55623
1423 2254 167506
1423 8815 19405
1423 8287 83263
1423 7777 81549
1424 1560 198253
1424 1567 26444
1424 1922 137678
1424 3104 160741
1424 5939 48900
1424 9919 190005
1424 7477 198034
1424 3759 62289
1424 9577 173257
1425 8809 92826
1425 7278 150723
1425 7094 17677
1426 1447 23431
1426 1568 6886
1426 2428 107544
1426 2633 78533
1426 3828 7933
1426 6653 19037
1426 7864 45367
1426 4536 25734
1426 3478 40308
1426 9134 124313
1426 2858 19547
1427 5738 176139
1427 2718 61973
1427 1970 142461
1427 3663 37308
1427 5838 200041
1428 1836 122419
1428 6221 160213
1428 6330 177053
1428 6998 143400
1428 9699 163927
1428 9429 176359
1429 2546 5889
1429 3395 91298
1429 5041 136867
1430 5353 187447
1430 3664 208935
1431 1489 85163
1431 2654 173997
1431 7392 131559
1431 7927 96101
1431 7015 133164
1432 1981 114632
1432 2999 180522
1432 6102 214217
1433 3506 172977
1433 4913 107183
1433 6831 114198
1434 1641 207734
1434 4127 75705
1434 9690 141204
1434 2946 22833
1434 6162 76662
1434 1538 170987
1435 2844 108119
1435 4098 62133
1435 4478 32680
1435 2200 33355
1436 1660 39644
1436 8644 103756
1436 5054 64429
1436 2227 87454
1437 2036 72696
1437 2835 18478
1437 1574 182249
1438 1515 188951
1438 7905 190446
1438 7762 54556
1438 5427 114025
1439 2446 193695
1439 4823 14392
1439 5191 162069
1439 2086 145058
1440 1875 178291
1440 4070 79639
1440 4933 213695
1440 4094 73137
1441 5307 125510
1441 8322 125727
1441 5078 196728
1442 9316 56728
1442 6088 41868
1442 6728 41815
1443 3800 7277
1443 5480 210767
1444 1720 57049
1444 1851 178486
1444 6920 125627
1445 4288 174112
1445 6825 176336
1445 6110 196863
1445 7834 132968
1445 5455 138764
1445 5259 198663
1445 6101 124025
1446 7269 207211
1447 8077 42466
1447 3370 27333
1448 2722 158071
1448 3197 185828
1448 7767 102214
1449 3850 164892
1449 5055 143443
1449 8061 130255
1450 3441 191676
1450 9140 85756
1450 3155 7251
1450 4274 173562
1450 5335 21192
1451 3168 84301
1452 2876 49419
1452 4942 78947
1452 4500 203326
1452 7128 160799
1453 7759 71036
1453 6409 114816
1453 2445 169926
1453 6665 160806
1454 5368 126713
1454 5879 190760
1454 5005 107913
1455 1704 46386
1455 2430 77100
1455 1771 22379
1456 2366 143494
1456 2820 50258
1456 4696 159898
1456 8547 39788
1457 3717 180395
1457 7723 194457
1457 3615 147817
1457 7643 197868
1458 1583 134863
1458 2134 170815
1458 8514 3071
1458 2425 79829
1458 1467 162389
1458 7963 14761
1458 2410 161744
1459 1497 169472
1459 8000 198031
1459 8373 173923
1460 2114 178703
1460 2146 76312
1460 2603 173505
1460 4413 206232
1460 5037 186937
1460 8211 84088
1460 2889 117717
1460 2112 69963
1460 5895 195192
1461 8208 58690
1461 8761 15556
1462 2371 71625
